Title,Artist,ConstituentID,Nationality,Gender,Date,Classification,Department,ObjectID,URL,ThumbnailURL,Decade
Coffee Pot and Lid,Josiah Wedgwood,6278,British,Male,1768,Design,Architecture & Design,91975,http://www.moma.org/collection/works/91975,http://www.moma.org/media/W1siZiIsIjIyODgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=76c95a56b3a8c651,1760
Partial Coffee and Tea Service,Josiah Wedgwood,6278,British,Male,1768,Design,Architecture & Design,2767,http://www.moma.org/collection/works/2767,http://www.moma.org/media/W1siZiIsIjIyODgzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2a35d13380e58edf,1760
Tailpiece (page 244) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,21068,http://www.moma.org/collection/works/21068,http://www.moma.org/media/W1siZiIsIjE3OTQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=978630a506502389,1810
Headpiece (page 217) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,21044,http://www.moma.org/collection/works/21044,http://www.moma.org/media/W1siZiIsIjE3OTQ1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0a84812ab46e4b59,1810
Tailpiece (page 250) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,21073,http://www.moma.org/collection/works/21073,http://www.moma.org/media/W1siZiIsIjE3OTQ3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6946414fc83ea6bb,1810
Tailpiece (page 114) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,20945,http://www.moma.org/collection/works/20945,http://www.moma.org/media/W1siZiIsIjE3NzI3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f41e20002d359772,1810
Tailpiece (page 304) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,21116,http://www.moma.org/collection/works/21116,http://www.moma.org/media/W1siZiIsIjE4MDEwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12de6b8b7f2ad645,1810
Tailpiece (page 236) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,21062,http://www.moma.org/collection/works/21062,http://www.moma.org/media/W1siZiIsIjE3OTQ2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b1a97288ae60428,1810
Headpiece (page 345) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,21155,http://www.moma.org/collection/works/21155,http://www.moma.org/media/W1siZiIsIjE5MjgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9615ae0b7a69c341,1810
Headpiece (page 321) from The Fables of Aesop,Thomas Bewick,542,British,Male,1818,Illustrated Book,Drawings & Prints,21132,http://www.moma.org/collection/works/21132,http://www.moma.org/media/W1siZiIsIjE4MDA3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1e529bb0f29df1f,1810
